consolidated_latitude,consolidated_longitude,cluster
50.128627,3.936225,0
50.12862663096405,3.9362251687554526,0
50.128627,3.936225,0
50.12862663096405,3.9362251687554526,0
50.128627,3.936225,0
50.970509,2.422704,0
50.970509,2.422704,0
50.09353714684742,3.5356451021191653,0
50.093537,3.535645,0
50.09353714684742,3.5356451021191653,0
50.093537,3.535645,0
50.09353714684742,3.5356451021191653,0
50.093537,3.535645,0
50.32246313363781,3.3837556861869467,0
50.322463,3.383756,0
50.32246313363781,3.3837556861869467,0
50.322463,3.383756,0
50.32246313363781,3.3837556861869467,0
50.322463,3.383756,0
50.375179,3.06412,0
50.375179,3.06412,0
50.375179,3.06412,0
50.537201,3.103264,0
50.3425642,3.0937666,0
50.342564,3.093767,0
50.3425642,3.0937666,0
50.342564,3.093767,0
50.3425642,3.0937666,0
50.342564,3.093767,0
50.17452155191921,3.1946669562389154,0
50.174522,3.194667,0
50.17452155191921,3.1946669562389154,0
50.174522,3.194667,0
50.17452155191921,3.1946669562389154,0
50.174522,3.194667,0
50.17452155191921,3.1946669562389154,0
50.174522,3.194667,0
50.66179854122704,3.0697451419812665,0
50.66179854122704,3.0697451419812665,0
50.66179854122704,3.0697451419812665,0
50.66179854122704,3.0697451419812665,0
50.66179854122704,3.0697451419812665,0
50.66179854122704,3.0697451419812665,0
50.66179854122704,3.0697451419812665,0
50.3821530640016,3.478282501067401,0
50.382153,3.478283,0
50.3821530640016,3.478282501067401,0
50.382153,3.478283,0
50.56462515741677,2.899440540979775,0
50.564625,2.899441,0
50.56462515741677,2.899440540979775,0
50.564625,2.899441,0
50.33556142007296,3.459680175832258,0
50.335561,3.45968,0
50.33556142007296,3.459680175832258,0
50.335561,3.45968,0
50.33556142007296,3.459680175832258,0
50.335561,3.45968,0
49.358848790705416,2.7175493829190445,0
49.358848790705416,2.7175493829190445,0
49.358848790705416,2.7175493829190445,0
49.261934,2.715166,0
49.261934,2.715166,0
49.22983493490479,2.469416719347096,0
49.22983493490479,2.469416719347096,0
49.22983493490479,2.469416719347096,0
49.48385067768385,2.867445968916188,0
49.48385067768385,2.867445968916188,0
49.48385067768385,2.867445968916188,0
50.228028740309135,2.1177397496265256,0
50.228029,2.11774,0
50.228028740309135,2.1177397496265256,0
50.228029,2.11774,0
50.228028740309135,2.1177397496265256,0
50.228029,2.11774,0
50.4021281,1.5967356,0
50.402128,1.596736,0
50.4021281,1.5967356,0
50.402128,1.596736,0
50.4021281,1.5967356,0
50.402128,1.596736,0
50.57313403572311,1.6130370579543076,0
50.573134,1.613037,0
50.57313403572311,1.6130370579543076,0
50.573134,1.613037,0
50.515693,2.6238397,0
50.515693,2.62384,0
50.515693,2.6238397,0
50.515693,2.62384,0
50.515693,2.6238397,0
50.45182729139632,2.637542895404567,0
50.451827,2.637543,0
50.45182729139632,2.637542895404567,0
50.451827,2.637543,0
50.45182729139632,2.637542895404567,0
50.451827,2.637543,0
50.40505272038649,2.87291384492859,0
50.405053,2.872914,0
50.40505272038649,2.87291384492859,0
50.405053,2.872914,0
50.40505272038649,2.87291384492859,0
50.405053,2.872914,0
50.43073472848358,2.863363744960432,0
50.430735,2.863364,0
50.43073472848358,2.863363744960432,0
50.430735,2.863364,0
50.43073472848358,2.863363744960432,0
50.430735,2.863364,0
45.75911915685163,3.1433246276447075,1
45.759119,3.143325,1
45.75911915685163,3.1433246276447075,1
45.759119,3.143325,1
45.75911915685163,3.1433246276447075,1
45.759119,3.143325,1
45.84120888197422,3.1572541980319087,1
45.841209,3.157254,1
45.84120888197422,3.1572541980319087,1
45.841209,3.157254,1
45.84120888197422,3.1572541980319087,1
45.841209,3.157254,1
45.84120888197422,3.1572541980319087,1
45.841209,3.157254,1
45.84120888197422,3.1572541980319087,1
43.48060680823691,-1.5433200492014063,4
43.480607,-1.54332,4
43.48060680823691,-1.5433200492014063,4
43.480607,-1.54332,4
43.48518513037384,-1.5467303204060758,4
43.485185,-1.54673,4
43.48518513037384,-1.5467303204060758,4
43.485185,-1.54673,4
43.460843,-1.547012,4
43.460843,-1.547012,4
43.46613,-1.53854,4
43.46613,-1.53854,4
43.46612969154638,-1.5385403559826865,4
43.46613,-1.53854,4
43.46612969154638,-1.5385403559826865,4
43.46613,-1.53854,4
43.46612969154638,-1.5385403559826865,4
43.46613,-1.53854,4
43.46612969154638,-1.5385403559826865,4
43.46613,-1.53854,4
43.485075,-1.536807,4
43.485075,-1.536807,4
43.485075,-1.536807,4
43.485075,-1.536807,4
43.46284577,-1.541355,4
43.462846,-1.541355,4
43.46284577,-1.541355,4
43.462846,-1.541355,4
43.46993,-1.56924,4
43.46993,-1.56924,4
43.46993,-1.56924,4
43.46993,-1.56924,4
43.4610937,-1.549589,4
43.461094,-1.549589,4
43.4610937,-1.549589,4
43.461094,-1.549589,4
43.470272,-1.554546,4
43.470272,-1.554546,4
43.470272,-1.554546,4
43.470272,-1.554546,4
43.46623316194093,-1.5723837190802206,4
43.466233,-1.572384,4
43.46623316194093,-1.5723837190802206,4
43.466233,-1.572384,4
43.46623316194093,-1.5723837190802206,4
43.466233,-1.572384,4
43.46623316194093,-1.5723837190802206,4
43.466233,-1.572384,4
43.466422258195614,-1.5520245393128032,4
43.466422,-1.552025,4
43.466422258195614,-1.5520245393128032,4
43.466422,-1.552025,4
43.485825223567645,-1.5527890359879566,4
43.485825,-1.552789,4
43.485825223567645,-1.5527890359879566,4
43.485825,-1.552789,4
43.478939395363454,-1.5651394644790595,4
43.478939395363454,-1.5651394644790595,4
43.478939395363454,-1.5651394644790595,4
43.48425248700698,-1.547296807614578,4
43.484252,-1.547297,4
43.48425248700698,-1.547296807614578,4
43.484252,-1.547297,4
43.49078389075691,-1.545188684980508,4
43.490784,-1.545189,4
43.49078389075691,-1.545188684980508,4
43.490784,-1.545189,4
43.47724292048204,-1.5530227620017971,4
43.477243,-1.553023,4
43.47724292048204,-1.5530227620017971,4
43.477243,-1.553023,4
43.47724292048204,-1.5530227620017971,4
43.477243,-1.553023,4
43.47724292048204,-1.5530227620017971,4
43.477243,-1.553023,4
43.47724292048204,-1.5530227620017971,4
43.477243,-1.553023,4
43.48083192080299,-1.5536653516971162,4
43.480832,-1.553665,4
43.48083192080299,-1.5536653516971162,4
43.480832,-1.553665,4
43.476473174968646,-1.5659876373785362,4
43.476473,-1.565988,4
43.476473174968646,-1.5659876373785362,4
43.476473,-1.565988,4
43.476473174968646,-1.5659876373785362,4
43.476473,-1.565988,4
43.484154810677055,-1.5559906342142895,4
43.484155,-1.555991,4
43.484154810677055,-1.5559906342142895,4
43.484155,-1.555991,4
43.484154810677055,-1.5559906342142895,4
43.484155,-1.555991,4
43.48752246036167,-1.5457455721684543,4
43.487522,-1.545746,4
43.48752246036167,-1.5457455721684543,4
43.487522,-1.545746,4
43.47254130305927,-1.5627393668343856,4
43.472541,-1.562739,4
43.47254130305927,-1.5627393668343856,4
43.472541,-1.562739,4
43.46860859892113,-1.541742061986155,4
43.468609,-1.541742,4
43.46860859892113,-1.541742061986155,4
43.468609,-1.541742,4
43.4594110043466,-1.5403863080220608,4
43.459411,-1.540386,4
43.4594110043466,-1.5403863080220608,4
43.459411,-1.540386,4
43.329077,-0.445416,4
43.329077,-0.445416,4
43.329077,-0.445416,4
43.329077,-0.445416,4
43.321403559476266,-0.435918698019769,4
43.321404,-0.435919,4
43.321403559476266,-0.435918698019769,4
43.321404,-0.435919,4
43.321403559476266,-0.435918698019769,4
43.321404,-0.435919,4
43.40606649823986,-1.6299953248474122,4
43.406066,-1.629995,4
43.40606649823986,-1.6299953248474122,4
43.406066,-1.629995,4
43.40606649823986,-1.6299953248474122,4
43.406066,-1.629995,4
43.208303,0.044555,4
43.208303,0.044555,4
43.208303,0.044555,4
43.208303,0.044555,4
43.208303,0.044555,4
43.208303,0.044555,4
43.24298168475364,0.0773617003132751,4
43.242982,0.077362,4
43.24298168475364,0.0773617003132751,4
43.242982,0.077362,4
43.24298168475364,0.0773617003132751,4
43.242982,0.077362,4
43.25876325997897,0.0717760603692394,4
43.25876325997897,0.0717760603692394,4
43.25876325997897,0.0717760603692394,4
47.634955,7.487105,3
47.559339,7.509913,3
47.561586,7.527033,3
47.589907,7.583157,3
47.601045,7.588663,3
45.82149060734558,4.759643849539503,1
45.821491,4.759644,1
45.82149060734558,4.759643849539503,1
45.821491,4.759644,1
45.82149060734558,4.759643849539503,1
45.821491,4.759644,1
45.82038287835935,4.768451881279836,1
45.820383,4.768452,1
45.82038287835935,4.768451881279836,1
45.820383,4.768452,1
45.82038287835935,4.768451881279836,1
45.820383,4.768452,1
45.78897703640185,4.819787268119218,1
45.788977,4.819787,1
45.78897703640185,4.819787268119218,1
45.788977,4.819787,1
45.78897703640185,4.819787268119218,1
45.788977,4.819787,1
45.67690168363352,4.78745505387048,1
45.676902,4.787455,1
45.67690168363352,4.78745505387048,1
45.676902,4.787455,1
45.65184423824201,4.752136430161596,1
45.651844,4.752136,1
45.65184423824201,4.752136430161596,1
45.651844,4.752136,1
46.25615779870607,4.791386973051879,1
46.256158,4.791387,1
46.25615779870607,4.791386973051879,1
46.256158,4.791387,1
46.6040904896986,4.070710606696983,1
46.60409,4.070711,1
46.6040904896986,4.070710606696983,1
46.60409,4.070711,1
46.6040904896986,4.070710606696983,1
46.60409,4.070711,1
46.769234,4.843231,1
46.769234,4.843231,1
46.769234,4.843231,1
47.99013663047372,0.2677415428742836,2
47.990137,0.267742,2
47.70435674796952,-0.0908679130221438,2
47.70435674796952,-0.0908679130221438,2
47.70435674796952,-0.0908679130221438,2
45.54407800558104,6.299929784348619,1
45.544078,6.29993,1
45.54407800558104,6.299929784348619,1
45.544078,6.29993,1
45.54407800558104,6.299929784348619,1
45.544078,6.29993,1
45.57893754976461,5.658234098976686,1
45.578938,5.658234,1
45.57893754976461,5.658234098976686,1
45.578938,5.658234,1
45.57893754976461,5.658234098976686,1
45.578938,5.658234,1
45.94226339577905,6.072942281122342,1
45.94226339577905,6.072942281122342,1
45.94226339577905,6.072942281122342,1
49.469012,1.724948,0
49.469012,1.724948,0
49.469012,1.724948,0
49.50322827679231,0.1957682091193281,2
49.50322827679231,0.1957682091193281,2
49.50322827679231,0.1957682091193281,2
49.487479,1.139319,0
49.487479,1.139319,0
49.487479,1.139319,0
48.84243469048892,2.5851120356641446,0
48.84243469048892,2.5851120356641446,0
48.808297,3.092717,0
48.808297,3.092717,0
48.808297,3.092717,0
48.808297,3.092717,0
48.808297,3.092717,0
48.808297,3.092717,0
48.957418,2.928625,0
48.957418,2.928625,0
48.957418,2.928625,0
48.957418,2.928625,0
48.957418,2.928625,0
48.957418,2.928625,0
48.265594,2.718649,0
48.265594,2.718649,0
48.265594,2.718649,0
48.265594,2.718649,0
48.55931885470836,3.3104812454924586,0
48.559319,3.310481,0
48.55931885470836,3.3104812454924586,0
48.559319,3.310481,0
48.55931885470836,3.3104812454924586,0
48.559319,3.310481,0
48.85227973910671,3.232704697167465,0
48.85228,3.232705,0
48.85227973910671,3.232704697167465,0
48.85228,3.232705,0
48.85227973910671,3.232704697167465,0
48.85228,3.232705,0
48.797704839733,2.652750471511093,0
48.790263450375136,2.6547575546347493,0
48.79631884692687,2.664422590661468,0
48.799330712317264,2.6365050877447604,0
48.79461490432161,2.65611547884799,0
48.790554,2.644394,0
48.5349547599812,2.5301132903754984,0
48.534955,2.530113,0
48.5349547599812,2.5301132903754984,0
48.534955,2.530113,0
48.5349547599812,2.5301132903754984,0
48.534955,2.530113,0
49.03983861940913,2.68787254980344,0
49.039839,2.687873,0
49.03983861940913,2.68787254980344,0
49.039839,2.687873,0
49.03983861940913,2.68787254980344,0
49.039839,2.687873,0
48.749068,1.927334,0
48.749068,1.927334,0
48.749068,1.927334,0
48.78904414990433,2.0356497068219523,0
48.80288084675048,1.972457829996456,0
48.802881,1.972458,0
48.80288084675048,1.972457829996456,0
48.802881,1.972458,0
49.87117867080436,2.3709383977194145,0
49.871179,2.370938,0
49.87117867080436,2.3709383977194145,0
49.871179,2.370938,0
49.89837218240699,2.3560153212387465,0
49.898372,2.356015,0
49.89837218240699,2.3560153212387465,0
49.898372,2.356015,0
49.89837218240699,2.3560153212387465,0
49.898372,2.356015,0
43.931242,2.183461,4
43.931242,2.183461,4
43.931242,2.183461,4
43.931242,2.183461,4
43.931242,2.183461,4
43.931242,2.183461,4
43.964783,2.18218,4
43.964783,2.18218,4
43.964783,2.18218,4
43.964783,2.18218,4
43.964783,2.18218,4
43.964783,2.18218,4
43.917161,2.083649,4
43.917161,2.083649,4
43.917161,2.083649,4
43.917161,2.083649,4
43.917161,2.083649,4
43.917161,2.083649,4
43.917161,2.083649,4
43.917161,2.083649,4
44.0813840985238,0.8981995527863068,4
44.0813840985238,0.8981995527863068,4
43.9917426479825,1.333376811601364,4
43.9917426479825,1.333376811601364,4
43.394953,6.336671,1
43.394953,6.336671,1
43.394953,6.336671,1
43.394953,6.336671,1
43.394953,6.336671,1
43.394953,6.336671,1
43.425194,6.729143,1
43.425194,6.729143,1
43.425194,6.729143,1
43.425194,6.729143,1
43.425194,6.729143,1
43.425194,6.729143,1
43.44080434,6.70703864,1
43.440804,6.707039,1
43.44080434,6.70703864,1
43.440804,6.707039,1
43.44080434,6.70703864,1
43.440804,6.707039,1
43.118904,6.00612,1
43.118904,6.00612,1
43.118904,6.00612,1
43.118904,6.00612,1
43.118904,6.00612,1
43.118904,6.00612,1
43.32289,6.66418,1
43.32289,6.66418,1
43.309337,6.639138,1
43.311394,6.652365,1
43.311394,6.652365,1
43.310248,6.638689,1
43.317631,6.630226,1
43.317631,6.630226,1
44.059894,5.048742,1
44.059894,5.048742,1
44.059894,5.048742,1
44.13773925874119,4.793801084658256,1
44.137739,4.793801,1
44.13773925874119,4.793801084658256,1
44.137739,4.793801,1
44.13752514960148,4.793876721465206,1
44.137525,4.793877,1
44.13752514960148,4.793876721465206,1
44.137525,4.793877,1
44.13752514960148,4.793876721465206,1
44.137525,4.793877,1
43.868861,5.133866,1
43.868861,5.133866,1
43.868861,5.133866,1
43.868861,5.133866,1
46.733715,-1.594082,2
46.85068487672661,-1.8601738264205152,2
46.850685,-1.860174,2
46.85068487672661,-1.8601738264205152,2
46.850685,-1.860174,2
46.85068487672661,-1.8601738264205152,2
46.850685,-1.860174,2
46.52122732627425,-1.0840005378288458,2
46.521227,-1.084001,2
46.52122732627425,-1.0840005378288458,2
46.521227,-1.084001,2
46.52122732627425,-1.0840005378288458,2
46.521227,-1.084001,2
46.839266154716,0.5454637847599254,2
46.839266154716,0.5454637847599254,2
46.839266154716,0.5454637847599254,2
45.62001471918592,1.4391972584587105,4
45.62001471918592,1.4391972584587105,4
45.62001471918592,1.4391972584587105,4
45.71642692470823,1.374327649813223,4
45.716427,1.374328,4
45.71642692470823,1.374327649813223,4
45.716427,1.374328,4
45.71642692470823,1.374327649813223,4
45.716427,1.374328,4
48.187688,3.315353,0
48.187688,3.315353,0
47.80240190874705,3.659803546451824,0
47.802402,3.659804,0
48.48625886011967,2.1960637022783898,0
48.486259,2.196064,0
48.48625886011967,2.1960637022783898,0
48.486259,2.196064,0
48.48625886011967,2.1960637022783898,0
48.486259,2.196064,0
48.60515623773197,2.4312202099696893,0
48.60515623773197,2.4312202099696893,0
48.67600407955244,2.1984492690220314,0
48.676004,2.198449,0
48.67600407955244,2.1984492690220314,0
48.676004,2.198449,0
48.67600407955244,2.1984492690220314,0
48.676004,2.198449,0
48.89327947878057,2.187300132305157,0
48.89327947878057,2.187300132305157,0
48.89327947878057,2.187300132305157,0
48.86557453028484,2.5652601787140563,0
48.865575,2.56526,0
48.86557453028484,2.5652601787140563,0
48.865575,2.56526,0
48.86557453028484,2.5652601787140563,0
48.865575,2.56526,0
48.77922431168042,2.478087200006127,0
48.779224,2.478087,0
48.77922431168042,2.478087200006127,0
48.779224,2.478087,0
48.77922431168042,2.478087200006127,0
48.779224,2.478087,0
48.757984,2.443749,0
48.757984,2.443749,0
48.757984,2.443749,0
48.99929720163632,2.184532596622029,0
48.99929720163632,2.184532596622029,0
48.99929720163632,2.184532596622029,0
46.20556621,5.29451923,1
46.205566,5.294519,1
46.20556621,5.29451923,1
46.205566,5.294519,1
46.20556621,5.29451923,1
46.205566,5.294519,1
46.20556621,5.29451923,1
46.205566,5.294519,1
46.20556621,5.29451923,1
46.20556621,5.29451923,1
46.205566,5.294519,1
46.20556621,5.29451923,1
46.205566,5.294519,1
46.20556621,5.29451923,1
46.20556621,5.29451923,1
43.7535892,7.4200054,1
43.75359,7.420005,1
43.7535892,7.4200054,1
43.75359,7.420005,1
43.7535892,7.4200054,1
43.75359,7.420005,1
43.7535892,7.4200054,1
43.75359,7.420005,1
42.9494317,2.969035,4
42.949432,2.969035,4
42.9494317,2.969035,4
42.949432,2.969035,4
42.9494317,2.969035,4
42.949432,2.969035,4
42.9494317,2.969035,4
42.949432,2.969035,4
42.9494317,2.969035,4
42.9494317,2.969035,4
42.9494317,2.969035,4
42.9494317,2.969035,4
42.9494317,2.969035,4
42.9494317,2.969035,4
43.441127,5.395574,1
43.441128,5.395574,1
43.441127,5.395574,1
43.441128,5.395574,1
43.441127,5.395574,1
43.441128,5.395574,1
43.441127,5.395574,1
43.441128,5.395574,1
49.339237,0.029387,2
49.339237,0.029387,2
45.109461,2.869103,4
45.109463,2.869103,4
45.109461,2.869103,4
45.109463,2.869103,4
45.109461,2.869103,4
45.109463,2.869103,4
45.346081,2.437721,4
45.346081,2.437721,4
47.421321,5.171659,3
47.421322,5.171659,3
47.421321,5.171659,3
47.421322,5.171659,3
47.421321,5.171659,3
47.421322,5.171659,3
47.421321,5.171659,3
47.421322,5.171659,3
47.421321,5.171659,3
47.421322,5.171659,3
47.421322,5.171659,3
47.421321,5.171659,3
47.421322,5.171659,3
47.425011,5.172468,3
47.4218283,5.1724724,3
47.4218283,5.1724724,3
47.425011,5.172468,3
47.4218283,5.1724724,3
47.425011,5.172468,3
47.4218283,5.1724724,3
47.425011,5.172468,3
47.4218283,5.1724724,3
47.4218283,5.1724724,3
47.425011,5.172468,3
47.4218283,5.1724724,3
47.425011,5.172468,3
47.4218283,5.1724724,3
47.4218283,5.1724724,3
47.425011,5.172468,3
47.3148725,4.49542672,3
47.314873,4.495427,3
47.3148725,4.49542672,3
47.314873,4.495427,3
47.3148725,4.49542672,3
47.314873,4.495427,3
47.3148725,4.49542672,3
47.314873,4.495427,3
47.3148725,4.49542672,3
47.314873,4.495427,3
47.3148725,4.49542672,3
47.314873,4.495427,3
47.3148725,4.49542672,3
47.3148725,4.49542672,3
47.3148725,4.49542672,3
48.801739,-3.442657,2
48.801739,-3.442657,2
48.816532,-3.443484,2
48.816532,-3.443484,2
48.815041,-3.456499,2
48.815041,-3.456499,2
48.831776,-3.483923,2
48.831776,-3.483923,2
48.774319,-3.578214,2
48.774319,-3.578214,2
48.769333,-3.565287,2
48.769333,-3.565287,2
48.770851,-3.583472,2
48.770851,-3.583472,2
47.32890163,6.12712458,3
47.328903,6.127125,3
47.32890163,6.12712458,3
47.328903,6.127125,3
47.32890163,6.12712458,3
47.328903,6.127125,3
47.32890163,6.12712458,3
47.328903,6.127125,3
47.32890163,6.12712458,3
47.328903,6.127125,3
47.32890163,6.12712458,3
47.328903,6.127125,3
47.32890163,6.12712458,3
47.32890163,6.12712458,3
47.32890163,6.12712458,3
47.327026,6.125201,3
47.327026,6.125201,3
47.327026,6.125201,3
47.327026,6.125201,3
47.327026,6.125201,3
47.327026,6.125201,3
47.327026,6.125201,3
47.327026,6.125201,3
47.327026,6.125201,3
47.327026,6.125201,3
47.327026,6.125201,3
47.327026,6.125201,3
48.434299,-4.621901,2
48.434299,-4.621901,2
43.48261,1.549728,4
43.482609,1.549728,4
43.48261,1.549728,4
43.482609,1.549728,4
43.48261,1.549728,4
43.482609,1.549728,4
43.482609,1.549728,4
43.48261,1.549728,4
43.48261,1.549728,4
43.482609,1.549728,4
43.48261,1.549728,4
43.482609,1.549728,4
45.189955,-0.490309,4
45.189957,-0.490309,4
45.189955,-0.490309,4
45.189957,-0.490309,4
45.189955,-0.490309,4
45.189957,-0.490309,4
45.189955,-0.490309,4
45.189957,-0.490309,4
45.189955,-0.490309,4
45.189955,-0.490309,4
45.189955,-0.490309,4
45.189955,-0.490309,4
45.189955,-0.490309,4
43.5462653,3.7956218,1
43.546265,3.795622,1
43.5462653,3.7956218,1
43.546265,3.795622,1
43.5462653,3.7956218,1
43.546265,3.795622,1
43.5462653,3.7956218,1
43.5462653,3.7956218,1
43.5462653,3.7956218,1
43.5462653,3.7956218,1
43.546265,3.795622,1
43.5462653,3.7956218,1
43.546265,3.795622,1
43.5462653,3.7956218,1
43.5462653,3.7956218,1
46.81073,1.69025,0
46.81073,1.69025,0
46.810291,1.702273,0
46.810291,1.702273,0
46.816048,1.698618,0
46.816048,1.698618,0
46.808109,1.676783,0
46.808109,1.676783,0
47.309592,0.508871,2
47.309593,0.508871,2
47.309592,0.508871,2
47.309593,0.508871,2
47.309592,0.508871,2
47.309593,0.508871,2
47.309592,0.508871,2
47.309592,0.508871,2
47.309593,0.508871,2
47.309592,0.508871,2
47.309592,0.508871,2
47.309592,0.508871,2
47.309592,0.508871,2
47.309592,0.508871,2
47.309592,0.508871,2
47.309593,0.508871,2
47.309592,0.508871,2
47.309592,0.508871,2
47.309592,0.508871,2
47.497551,1.461975,0
47.497551,1.461975,0
48.727688,4.581178,3
48.727688,4.581178,3
48.601857,2.601411,0
48.601856,2.601411,0
48.601857,2.601411,0
48.601856,2.601411,0
48.601857,2.601411,0
48.601856,2.601411,0
48.601857,2.601411,0
48.601856,2.601411,0
48.601857,2.601411,0
48.601857,2.601411,0
48.601856,2.601411,0
48.601857,2.601411,0
48.601856,2.601411,0
48.601857,2.601411,0
48.601857,2.601411,0
48.601857,2.601411,0
48.601857,2.601411,0
48.601857,2.601411,0
48.601857,2.601411,0
48.601857,2.601411,0
46.816898,0.327094,2
46.816898,0.327094,2
48.26813266,5.86041194,3
48.268131,5.860412,3
48.26813266,5.86041194,3
48.268131,5.860412,3
48.26813266,5.86041194,3
48.268131,5.860412,3
48.26813266,5.86041194,3
48.268131,5.860412,3
48.26813266,5.86041194,3
48.268131,5.860412,3
48.268131,5.860412,3
48.26813266,5.86041194,3
48.26813266,5.86041194,3
48.26813266,5.86041194,3
48.26813266,5.86041194,3
43.57690340000002,5.430500000000005,1
46.01405490199754,3.2001838828882567,1
48.6786524351212,2.496124938028728,0
43.55065117961386,-1.122659152184291,4
43.55065117961386,-1.122659152184291,4
43.55065117961386,-1.122659152184291,4
44.7719071,0.4097527,4
48.38603775039389,4.348885488640659,0
50.666256180641085,1.845583416654604,0
50.66617982049264,1.844508713653412,0
50.56848859815003,3.2123569556846805,0
46.08831777039237,5.814621642327829,1
44.205605,-1.220807,4
44.20274,-0.926388,4
44.20274,-0.926388,4
44.517525,-0.238577,4
44.517525,-0.238577,4
44.205605,-1.220807,4
44.54156,-0.254093,4
44.80124139894823,-0.5108443014957409,4
44.87476787,-0.67021924,4
44.87476787,-0.67021924,4
48.828232,2.66223,0
48.5,-2.75,2
48.5,-2.75,2
48.5,-2.75,2
48.5,-2.75,2
47.351923,5.067842,3
47.785197,3.5640206,0
48.9332278,2.8753312,0
44.8312178,-0.6756193,4
44.0339544,5.0504565,1
44.8802841,-0.5118335,4
47.1061791,5.5062318,3
44.8687,0.504811,4
48.2893842,4.0655986,0
46.780745,1.646456,0
43.5446918,1.5191002,4
47.285306,5.0195518,3
47.615396,6.140146,3
49.2372192,4.0856322,0
43.5446918,1.5191002,4
44.1187359,4.8382442,1
47.0356678,4.8455298,3
44.1187359,4.8382442,1
49.2372192,4.0856322,0
45.7463997,4.7700293,1
47.131779,2.3651646,0
46.780745,1.646456,0
45.8679298,1.2656667,4
45.8075839,4.8680649,1
44.8687,0.504811,4
45.7158488,4.847913,1
48.3215243,4.105053,0
48.1182285,4.3733024,3
47.2166457444792,5.954054532862406,3
47.785192,3.5616737,0
47.2407893,5.9887297,3
48.6011749,-1.970546,2
47.785197,3.5640206,0
45.5019704,4.8497389,1
45.501717,-1.131859,2
47.0979158,-2.0546002,2
45.679959,4.156034,1
45.679959,4.156034,1
43.715255,4.13341,1
43.715255,4.13341,1
43.715255,4.13341,1
44.658348,1.56825,4
44.658348,1.56825,4
44.658348,1.56825,4
49.854847,2.523729,0
48.42598,2.9287,0
48.42598,2.9287,0
48.4286,2.9315,0
48.4286,2.9315,0
48.4286,2.9315,0
48.4286,2.9315,0
48.360859,2.57393,0
48.360859,2.57393,0
46.14335,4.76787,1
46.14335,4.76787,1
46.14335,4.76787,1
46.69318,4.844517,1
46.69318,4.844517,1
46.69318,4.844517,1
47.216809,5.001847,3
47.216809,5.001847,3
47.216809,5.001847,3
47.440536,6.728741,3
47.440536,6.728741,3
47.440536,6.728741,3
47.179275,5.332896,3
47.179275,5.332896,3
47.179275,5.332896,3
47.179275,5.332896,3
47.186229,5.333594,3
47.186229,5.333594,3
47.186229,5.333594,3
47.186229,5.333594,3
45.149531,0.800075,4
45.149531,0.800075,4
45.999881,6.167004,1
45.999881,6.167004,1
45.998903,6.166899,1
45.998903,6.166899,1
45.998903,6.166899,1
45.577663,5.630208,1
45.577663,5.630208,1
45.243957,5.86101,1
45.243957,5.86101,1
49.073179,2.551434,0
49.073179,2.551434,0
49.071747,2.552983,0
49.071747,2.552983,0
49.071747,2.552983,0
50.173438,2.873564,0
50.173438,2.873564,0
50.261485,2.864158,0
50.261485,2.864158,0
48.992331,1.63311,0
48.992331,1.63311,0
49.360989,0.861169,0
49.360989,0.861169,0
50.572433,2.379636,0
50.572433,2.379636,0
50.572433,2.379636,0
49.854847,2.523729,0
49.854847,2.523729,0
48.856103,6.088926,3
48.856103,6.088926,3
48.86053,6.091331,3
48.86053,6.091331,3
48.86053,6.091331,3
49.150483,6.1847,3
49.150483,6.1847,3
48.9646,3.054163,0
48.9646,3.054163,0
48.970463,3.063073,0
48.970463,3.063073,0
48.970463,3.063073,0
49.073637,4.790058,3
49.073637,4.790058,3
49.073637,4.790058,3
49.072318,4.788939,3
49.072318,4.788939,3
49.072318,4.788939,3
48.974923,7.064557,3
48.974923,7.064557,3
48.974923,7.064557,3
48.622717,2.351174,0
48.622717,2.351174,0
48.560492,2.634058,0
48.560492,2.634058,0
45.98526,0.200706,4
45.98526,0.200706,4
44.72035,4.787287,1
44.72035,4.787287,1
45.245848,6.423404,1
45.245848,6.423404,1
48.930868,2.320564,0
48.930868,2.320564,0
48.012242,-4.075207,2
48.012242,-4.075207,2
43.497139,4.9775,1
43.497139,4.9775,1
43.161464,2.98298,4
43.161464,2.98298,4
48.408327,-4.463867,2
48.408327,-4.463867,2
47.930015,-2.129024,2
47.930015,-2.129024,2
48.821806,2.616049,0
48.821806,2.616049,0
42.672913,2.889418,4
42.672913,2.889418,4
46.38279,2.615517,4
46.38279,2.615517,4
49.060089,2.001091,0
49.060089,2.001091,0
49.079617,6.109119,3
49.079617,6.109119,3
50.548575,2.82606,0
50.548575,2.82606,0
50.740538,2.261122,0
50.740538,2.261122,0
48.33042,4.099777,0
48.33042,4.099777,0
49.517659,5.747889,3
49.517659,5.747889,3
48.291063,6.9324,3
48.291063,6.9324,3
44.168512,0.608177,4
44.168512,0.608177,4
46.46283,4.082942,1
46.46283,4.082942,1
46.852506,1.704149,0
46.852506,1.704149,0
48.011427,0.300547,2
48.011427,0.300547,2
48.446797,1.439987,0
48.446797,1.439987,0
48.89,7.58,3
50.566184,3.217619,0
50.52024529238238,1.586549716396524,0
50.61,3.02,0
50.61,3.02,0
41.9307,8.73422,1
41.90917768392654,8.639024184472166,1
41.90941,8.63932,1
50.51658485952207,1.579135760951923,0
47.019261,0.088912,2
50.615449,3.014273,0
50.615449,3.014273,0
